time,AI_Predicted_PM25
2026-04-13 17:00:00,34.90379452422718
2026-04-13 18:00:00,35.07801072015078
2026-04-13 19:00:00,38.79036247941081
2026-04-13 20:00:00,34.226773252318615
2026-04-13 21:00:00,35.65701804254923
2026-04-13 22:00:00,32.65094909298044
2026-04-13 23:00:00,32.471367402948125
2026-04-14 00:00:00,33.52592650965994
2026-04-14 01:00:00,29.861030257929485
2026-04-14 02:00:00,29.310430726663792
2026-04-14 03:00:00,27.13085557489261
2026-04-14 04:00:00,25.768001864641175
2026-04-14 05:00:00,25.879878920892324
2026-04-14 06:00:00,27.880738953210308
2026-04-14 07:00:00,26.76406191316917
2026-04-14 08:00:00,21.018452080214935
2026-04-14 09:00:00,21.24371341441572
2026-04-14 10:00:00,22.923767945049367
2026-04-14 11:00:00,28.84388235156955
2026-04-14 12:00:00,30.78994573083473
2026-04-14 13:00:00,32.05661765892898
2026-04-14 14:00:00,32.44267372902823
2026-04-14 15:00:00,33.20272018449217
2026-04-14 16:00:00,30.248704170736623
